id,title,subtitle,authors,publisher,publishedDate,description,pageCount,categories,language,averageRating,ratingsCount,previewLink,buyLink,mainCategory,imagem
Jv7poQEACAAJ,Blindsight,,Robin Cook,,1992,"Thriller. When a series of unrelated ỳuppie' deaths by cocaine overdose are reported, Dr. Laurie Engler's curiosity is aroused. She senses a menacing link between the apparently random incidents, and puts her professional future in jeopardy to find the truth. By the author of C̀oma'.",429.0,,en,,,http://books.google.com.br/books?id=Jv7poQEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=130&source=gbs_api,,Thriller & Suspense,
H_6hngEACAAJ,The Whole Truth,,David Baldacci,Grand Central Pub,2008,"While the head of the world's largest defense contractor conspires to gain even more riches by instigating a war, an intelligence agent reluctantly travels to keep the world safe, and a journalist receives a mysterious offer to interview the sole survivor",406.0,Fiction,en,,,http://books.google.com.br/books?id=H_6hngEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=161&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=H_6hngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
ZlyoAAAACAAJ,Cobra Trap,,Peter O'Donnell,Ulverscroft,2001,,440.0,Fiction,en,,,http://books.google.com.br/books?id=ZlyoAAAACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=162&source=gbs_api,,Thriller & Suspense,
ParHjwEACAAJ,The Kill Room,,Jeffery Deaver,Clipper Audio,2015-01-05,"They are calling it the 'million-dollar bullet': a sniper shot from a near-impossible distance. This murder has all the hallmarks of a contract killing and district attorney Nance Laurel won't let it go. But there is no crime scene investigation and no co-operation from the police. Putting her career on the line, she calls Lincoln Rhyme and Amelia Sachs. Their reputation for seeing what others miss is unparalleled, and she knows they will risk everything to seek the truth...",,Forensic pathologists,en,,,http://books.google.com.br/books?id=ParHjwEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=163&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=ParHjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
wpN3PwAACAAJ,The Terminal Man,,Michael Crichton,,1997,"The classic thriller and ""New York Times"" bestseller is reissued with a new look. Prone to violent seizures, Harry Benson undergoes an experimental procedure that implants electrodes in his brain, sending soothing pulses to the brain's pleasure canyon. However, Harry learns how to control the pulses and increase their frequency. Harry then escapes--a homicidal maniac loose in the city--and nothing will stop his murderous rampage. Reissue. Copyright © Libri GmbH. All rights reserved.",320.0,Large print books,en,,,http://books.google.com.br/books?id=wpN3PwAACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=164&source=gbs_api,,Thriller & Suspense,
RzGnPwAACAAJ,A Calculated Risk,,Katherine Neville,,1992,""" A dizzying, enjoyable caper...After reading this hard-to-put down thriller, you may put all your money in your mattress."" LOS ANGELES DAILY NEWSWhen financial executive Verity Banks' latest proposal is axed by her boss, she decides to show how easy it is to break through automated security, hide money, and then show senior management where it is. Then her former mentor, financial wizard, Dr. Zooltan Tor ups the ante, and dares her to steal a billion dollars, invest it to earn thirty million in three months, then put the original billion back before anyone notices. To heighten the challenge, Tor and Verity will compete against each other, though Tor gives Verity an edge: she can use a computer for her theft, but he cannot....A BOOK-OF-THE-MONTH-CLUB ALTERNATE SELECTION",346.0,Banks and banking,en,,,http://books.google.com.br/books?id=RzGnPwAACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=165&source=gbs_api,,Thriller & Suspense,
Rj_yXkq4AZsC,The Darkest Evening of the Year,,Dean R. Koontz,HarperCollins UK,2008,"A fast-paced and emotionally devastating suspense novel from the bestselling author of Velocity,The Husband and The Good Guy Amy Redwing recklessly risks everything in her chosen field of dog rescue. When she confronts a violent drunk in order to rescue Nickie, a beautiful golden retriever, Amy has no misgivings. Dogs always do their best, and so will she. Whatever it takes. Riding shotgun nervously is her friend and lover, Brian, an architect who would marry her if only she were not so committed to these crazy ... heroics! He blames her work for her refusal to marry him. But everything is due to change in the Redwing household. Someone is trying to destroy Amy. Subtle intrusions escalate into terrifying assaults on everything she holds dear. Amy believes her attacker is Wes Greeley, just released after an eighteen-month stretch, thanks to Amy's testimony, for egregious animal cruelty. But if Greeley is the culprit, it's clear he's not working alone. At last Amy understands her need of Brian, and a lot more from her troubled past that has been hidden by her passion. Unable to turn to any authority, Amy and Brian are pressed to the edge of a precipice as Koontz's most emotionally devastating thriller races with inexorable speed to a wrenching climax. Pick up a Dean Koontz thriller and you can't put it down: try one",452.0,Fiction,en,,,http://books.google.com.br/books?id=Rj_yXkq4AZsC&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=166&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=Rj_yXkq4AZsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
AXevzgEACAAJ,Those Who Wish Me Dead,,,,2021,,416.0,,en,,,http://books.google.com.br/books?id=AXevzgEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=167&source=gbs_api,,Thriller & Suspense,
-VJbAAAAMAAJ,Snake Eyes,,Rosamond Smith,Penguin Press,1992,"When murderer Lee Roy Sears is paroled from prison, he terrorizes the family of the lawyer who helped him.",296.0,Fiction,en,,,http://books.google.com.br/books?id=-VJbAAAAMAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=168&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=-VJbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
kVsIeb1Asl4C,Lost City,A Novel from the Numa Files,"Clive Cussler, Paul Kemprecos",Large Print Press,2004,"When an enzyme capable of prolonging life is discovered deep beneath the North Atlantic, NUMA Special Assignments Team leader Kurt Austin and his colleague, Joe Zavala, investigate a killer who is targeting the enzyme's harvesters and researchers.",662.0,Fiction,en,,,http://books.google.com.br/books?id=kVsIeb1Asl4C&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=169&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=kVsIeb1Asl4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
YHnDjwEACAAJ,Not Dead Yet,,Peter James,Clipper Audio,2013-01-09,"For LA producer Larry Brooker, this is the movie that could make his fortune... For rock superstar Gaia, desperate to be taken seriously as an actor, this is the role that could get her an Oscar nomination... For the City of Brighton, the publicity value of a Hollywood movie being filmed on location is incalculable... For Detective Superintendent Roy Grace, it is a nightmare unfolding in front of his eyes.",,,en,,,http://books.google.com.br/books?id=YHnDjwEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=170&source=gbs_api,,Thriller & Suspense,
inZhHuo89T8C,Fantastic Mr. Fox,,Roald Dahl,Puffin,1998,The adventures of Mr. Fox and three mean farmers who want to destroy the fox and his family.,98.0,Juvenile Fiction,en,4.0,34.0,http://books.google.com.br/books?id=inZhHuo89T8C&dq=subject:Adventure&hl=&as_pt=BOOKS&cd=1&source=gbs_api,,Adventure,http://books.google.com/books/content?id=inZhHuo89T8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
AfyMXnyjTbgC,Treasure Island,,Robert Louis Stevenson,,1895,"While going through the possessions of a deceased guest who owed them money, the mistress of the inn and her son find a treasure map that leads them to a pirate's fortune.",382.0,Adventure,en,,,http://books.google.com.br/books?id=AfyMXnyjTbgC&printsec=frontcover&dq=subject:Adventure&hl=&as_pt=BOOKS&cd=2&source=gbs_api,https://play.google.com/store/books/details?id=AfyMXnyjTbgC&rdid=book-AfyMXnyjTbgC&rdot=1&source=gbs_api,Adventure,http://books.google.com/books/content?id=AfyMXnyjTbgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
tMbCQ7CM9wAC,Robinson Crusoe,,"Daniel Defoe, Anthony Masters",Pacific Learning,2014,"Following a terrible storm, Crusoe finds himself stranded alone on a desert island off the coast of South America, all of his companions from his ship dead. Over the next 27 years, he builds a life for himself on the island, but is terribly lonely until he saves a Native American, who Crusoe calls Friday, from certain death at the hands of cannibal captors. The two men become friends, and eventually work together to save an English ship whose crew has mutinied. When Crusoe and Friday thwart the mutineers, the captain of the ship takes Crusoe home to England, with Friday as a loyal companion. Text Type: Classic FictionTheme/Topic: Human History, Connections with Native People",100.0,Fiction,en,,,http://books.google.com.br/books?id=tMbCQ7CM9wAC&dq=subject:Adventure&hl=&as_pt=BOOKS&cd=3&source=gbs_api,,Adventure,http://books.google.com/books/content?id=tMbCQ7CM9wAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
w6lrc-9EapgC,River Boy,,Tim Bowler,"Oxford University Press, USA",2001,"A new mass-market edition of this Carnegie Medal-winner. One of the classic teenage novels of the nineties, ""River Boy"" is an emotional, moving book which has had a profound influence on its readers. Following the story of Jess's dying grandfather, and the marathon river swim Jess becomes caught up in, it uses poetic and surreal images of water andswimming to deal with the difficult subjects of death and loss in an accessible and affecting way. * Winner of the Carnegie Medal and the Angus Book Prize * A moving poetic exploration of grief and loss. * Internationally successful - foreign rights have so far been sold to America, Denmark, Sweden, Germany, Belgium, Italy, Poland and Portugal. A film option has been agreed. * New cover treatment to match Tim Bowler's wonderful new novel, ""Storm Catchers"". * Author was born and brought up in Leigh-on-Sea, Essex, and now lives in Totnes, Devon.",150.0,Fiction,en,4.5,2.0,http://books.google.com.br/books?id=w6lrc-9EapgC&printsec=frontcover&dq=subject:Adventure&hl=&as_pt=BOOKS&cd=4&source=gbs_api,,Adventure,http://books.google.com/books/content?id=w6lrc-9EapgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
IgNaAAAAYAAJ,Ark Angel,,Anthony Horowitz,,2006,"After recovering from a near fatal gunshot wound, teenage spy Alex Rider embarks on a new mission to stop a group of eco-terrorists from sabotaging the launch of the first outer space hotel.",342.0,Juvenile Fiction,en,,,http://books.google.com.br/books?id=IgNaAAAAYAAJ&dq=subject:Adventure&hl=&as_pt=BOOKS&cd=5&source=gbs_api,,Adventure,http://books.google.com/books/content?id=IgNaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
oLkNAQAAIAAJ,Emil and the Detectives,,"Cyrus Harry Brooks, Erich Kästner",,1933,"On his way to Berlin to visit his grandmother Emil fell asleep and had his money stolen by the man who shared his compartment. Although he came from the country Emil was not stupid, and he determined to get that money back. He followed the man, met the boy with the auto horn, who summoned his friends, and among them all they caught a very clever thief.",230.0,Adventure,en,,,http://books.google.com.br/books?id=oLkNAQAAIAAJ&dq=subject:Adventure&hl=&as_pt=BOOKS&cd=6&source=gbs_api,,Adventure,http://books.google.com/books/content?id=oLkNAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Oi9vfDvIuBUC,Treasure Island,,Robert Louis Stevenson,Collector's Library,2004,"While going through the possessions of a deceased guest who owed them money, the mistress of the inn and her son find a treasure map that leads them to a pirate's fortune.",276.0,Fiction,en,5.0,1.0,http://books.google.com.br/books?id=Oi9vfDvIuBUC&printsec=frontcover&dq=subject:Adventure&hl=&as_pt=BOOKS&cd=7&source=gbs_api,,Adventure,http://books.google.com/books/content?id=Oi9vfDvIuBUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
6RS00wtlWhIC,Life of Pi,A Novel,Yann Martel,Canongate Books,2001,"After the sinking of a crago ship, a solitary lifeboat remains bobbing on the wild blue Pacific. The only survivors from the wreck are a sixteen-year-old boy named Pi, a hyena, a wounded zebra, and orangutan-and a 450-pound Royal Bengel tiger.",337.0,Action and adventure fiction,en,,,http://books.google.com.br/books?id=6RS00wtlWhIC&dq=subject:Adventure&hl=&as_pt=BOOKS&cd=8&source=gbs_api,,Adventure,http://books.google.com/books/content?id=6RS00wtlWhIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
0S_uAAAAMAAJ,The Adventures of Tom Sawyer,,Mark Twain,,1965,"""It's a lazy Mississippi River town, a place where a boy can learn magical cures for warts, turn a fence-painting job into a leisurely con game, get lost in a cave, escape to an island, or attend his own funeral. It's a time when hooky is punished with a simple swatting and pockets bulge with firecrackers and dead rats; a time when graves are dug up, and boys are fearful of murderous Injuns, when treasures are found, and hearts are won; a time when a prank can lead to a hero's world. It's a fantasy world, this world of Tom Sawyer--a tribute to boyhood, a chance to dream of idle days or skip off on high adventure. It's a warm and scary and funny and unforgettable experience""--Page 4 of cover.",230.0,Adventure,en,,,http://books.google.com.br/books?id=0S_uAAAAMAAJ&dq=subject:Adventure&hl=&as_pt=BOOKS&cd=9&source=gbs_api,,Adventure,http://books.google.com/books/content?id=0S_uAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Nj5fPgAACAAJ,Robinson Crusoe,The Complete Story of Robinson Crusoe,Daniel Defoe,,2004,,256.0,Adventure,en,,,http://books.google.com.br/books?id=Nj5fPgAACAAJ&dq=subject:Adventure&hl=&as_pt=BOOKS&cd=10&source=gbs_api,,Adventure,
gaeHmgEACAAJ,The Dark is Rising,,Susan Cooper,Puffin Bks,1976,"""A Margaret K. McElderry book."".",0.0,Adventure,en,,,http://books.google.com.br/books?id=gaeHmgEACAAJ&dq=subject:Adventure&hl=&as_pt=BOOKS&cd=41&source=gbs_api,,Adventure,http://books.google.com/books/content?id=gaeHmgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
6UJg0QEACAAJ,Hans Brinker,,"Mary Mapes Dodge, Hans Christian Anderson",Grosset & Dunlap,1945,"A Dutch boy and girl work toward two goals, finding the doctor who can restore their father's memory and winning the competition for the silver skates.",0.0,Juvenile Fiction,en,,,http://books.google.com.br/books?id=6UJg0QEACAAJ&dq=subject:Adventure&hl=&as_pt=BOOKS&cd=42&source=gbs_api,,Adventure,
